piece_id,descr
3569stk01,"Sticker for Set 3569 - Sheet 1, Minifig Torso and Scoreboard Numbers (54880/4286021)"
3626bpb330,"Minifig, Head with Gold Death Star Print"
mx1542pb01,Modulex Window 1 x 4 x 2 with White Border Print
7066stk02,Sticker for Set 7066 - Sheet 2 (96458/4626005)
973p27c01,Torso Highway Print / Blue Arms / Yellow Hands
7642stk01,Sticker for Set 7642 - (86414/4550144)
982pb10,"Arm, Right with Black Tattoo Print (SW Darth Maul)"
4744pb14,Brick 2 x 4 x 2 Double Curved Top with Face and Horns Print
sailbb13,"Cloth Sail 3 with Dark Gray Stripes Print, Damage Cutouts"
3754px4,"Brick 1 x 6 x 5 with Stones, Moss, and Snake Head Print"
3070bpx37,Tile 1 x 1 with Silver L Small Print
4286pb07l,"Slope 33 3 x 1 with 4 Blue Squares Print, Model Left Side (Sticker) - Set 2556"
973pb1464c01,Torso Batman Jacket Formal with Lavender Bowtie Print / Black Arms / White Hands
2023c01,Duplo Truck Base with Four Wheels and 2 x 8 Studs
u9047,~Electric Mindstorms Scout Module IR Window
970c00pb027,Hips and Legs with Astrobot Gold Ribbing Print
6636px2,Tile 1 x 6 with Octan Text Print [6602-2 / 10016]
u9147p03,~Figure Fabuland Pig Head  3
3001oldpb03,Brick 2 x 4 with Plane Windows 8 in Thin Blue Stripe Print
973pb351c01,"Torso Alpha Team Arctic Logo, Black Shirt and Silver Lines Print / Black Arm Left / Dark Purple Arm Right / Black Hands"
973pb240,"Torso Castle Ninja Wrap, Brown Dagger, Gold Star, Gold Scale Mail Print"
x32px3,Scala Clothing Female Dress Shoulderless with Flower Print Skirt
x877c01,Electric Train 4.5V Automatic Pole Reverser Brick 4 x 9 with Magnet Holder and Small Blue Train Magnet
55205,~Electric Sound Brick  2 x  4 x  2 Top
x1189,Brick 2 x 4 with Center Hole Duplo Tow Rope Brick
973px466,Minifig Torso with Open Shirt and Purple and Green Striped Sweater Print pockets
970cav,Minifig Hips and Legs Assembly with Purple Stripe and Gray Pockets Pattern
30089b,Minifig Camera Handheld Style [Type 2]
bb19c01,"Wheel Spoked 2 x 2 with Stud, with Black Tire Smooth Old Style - Small (bb19 / 132-old)"
973pb751c01,Torso LEGO Universe Nexus Astronaut Print / Orange Arms / Orange Hands
973pb1015,"Torso Dino Utility Vest with Pocket, Screwdriver and Radio Print"
3001me,Mursten Brick  2 x  4 with 2 Slots Left
11793,Minifig Hair - Long Straight with Light Flesh Elf Ears Print
4226398,"Pencil, Clikits Pink Heart Pattern"
buckbeakc01,"Hippogriff 'Buckbeak', Complete Assembly"
bb36,Train Brick 2 x 4 with Holder for Sliding Wheel Block
74662,"Minifig Armor Pauldron Cloth, Double"
2702,~Technic Action Figure Hand
3626bp3q,"Minifig Head with Sideburns and Droopy Moustache Brown Print face, Admiral, Governor, officer, Imperial, bluecoats,Pirates, Trading Post, Flagship, soldiers, standard grin"
30240,Spider Web
970c00pb004,Hips and Legs with Alpha Team Gray Pockets and Blue Stripe Print
3070bps2,"Tile 1 x 1 with White Lines and Dots Print star wars,flash speeder"
u9243,Rock  4 x  4 x  1.667 Bottom [72/16]
32567pb01,Bionicle Mask Ruru with Pearl Light Gray Top (Nuhrii)
973pb108,Torso Alpha Team Minion Commander Red/Black Shirt w/ Medal Print
973pb876,Torso PotC Vest Open over Chest with Tattoos and Key Print
973pb195c01,Torso Space UFO Triangular Insignia Print / Black Arms / Dark Gray Hands
4286pb09l,Slope 33 3 x 1 with Number  4 on White and Red Stripes Print on Left Side Only (Sticker) - Set 6539
47577pb05,"Minifig, Hockey Body Armor with NHL Logo and White Number 5 Print"
47317,Bionicle Weapon Crystal Spike
4189429px01,Game Card with Villain Jun-Chi Print
6069pb03,Wedge 4 x 4 Triple without Stud Notches with Black and Dark Gray Panels Print (Set 7191)
x710ptv,Modulex Brick 1 x 1 with No Studs with V Print
57552px1,Technic Bionicle Barraki Head Pridak with Red Fade
194cx2,Minifig Hose Nozzle Simple with 35L Black String
47491,Technic Bionicle Container Jar Lid 6D
3068bpb253,Tile 2 x 2 with Indiana Jones Raiders Print 10 - Whip
3626bpb557,"Minifig, Head Skull PotC Hector Barbossa Ragged Brown Beard, Teeth Print"
970c00pb136,Hips and Legs with Vertical Light Aqua Stripes Print
x1943px1,"Minifig Hair Spiky Tall with Orange Streaks Print dr.,doctor,inferno"
2454pb007,"Brick 1 x 2 x 5 with Ice Cream Cone, 'CAFE' (CAFÃ‰) and Coffee Cup Print (Sticker) - Set 4513"
6051c03,"Boat Hull Small Bow 12 x 12 x 5 1/3 Complete Assembly, Top Color Black"
frnd047,Minifig (Unknown)
973pb1197,Torso Ninjago Snake with Dark Bluish Gray and White Scales Print (Chokun)
4215pb005,Panel 1 x 4 x 3 with Black Airplane and Multicolor Stripes Print (Sticker) - Set 6440
3941pb09,"Brick, Round 2 x 2 with Rectangular Outline and Rusted Gauge Print (Sticker) - Set 8707"
x202,"Technic, Pin Long without Friction Ridges Lengthwise"
4150ps3,"Tile, Round 2 x 2 with Dejarik Hologameboard Print"
2756pb316,Duplo Tile 2 x 2 x 1 with Capital I Print (Set 1015)
30562pb020,Panel 4 x 4 x 6 Quarter Cylinder with Skull and Crossed Swords Print [3817]
x1010,Fabuland Airplane Motor / Engine Block Pin
32527pb09,"Technic, Panel Fairing # 5 Small Short, Large Hole, Side A with Red and Black Print (Sticker) - Set 8354"
973psnc01,Torso SW Imperial Shuttle Pilot Print / Black Arms / Yellow Hands
973pb1035,"Torso Ninjago Wrap with Shoulder Armor and Belts, Gold Lion on Back Print"
973px101c01,"Torso Res-Q Orange Stripes, Radio in Pocket, Back Logo Print / White Arms / Black Hands"
x342cx7,Belville Figure Girl 7 5847
85961px1,Minifig Accessory Armor with Stud on Back and Agents Logo Print
30225,Road 16 x 16 with Driveway
41747pb24,Wedge 6 x 2 Right with Snow and Ice Print (Sticker) - Set 3538
4162pb067,Tile 1 x 8 with Red and White Crossbar Stripes Print (Sticker) - Set 7936
6576,Plate Special 4 x 8 with Studs in Centre
30633px1,Windscreen 4 x 6 x 4 Canopy with Hinge with Green/Orange Stripes Print
702old,Brick 4 x 4 Corner without Cross Supports
973pb1406,Torso Jacket Open with Gold Buttons and Anchor over Tan Sweater Print
75541,=Train Track  9V Point Right Straight
30225pb07,"Baseplate, Road 16 x 16 with Driveway and '01' Large Print (Sticker) - Set 7945"
973p6a,Minifig Torso with Space Police II Chief Print
2345pb06,Panel 3 x 3 x 6 Corner Wall with Light Gray Stonework Print
96907,"Minifig Coin with ""10"" Gothic Type"
crssprt02pb02,Brick 1 x 6 without Bottom Tubes with Cross Side Supports with Black 'TAXE' Print
973psac01,Torso SW Rebel Mechanic Print / Tan Arms / Yellow Hands
3010pt5,Brick 1 x 4 with QH 44 Print
31005pb13,"Primo Brick, Round Rattle 1 x 1 with Bird and Arrows Print"
44570,Hinge Plate 3 x 4 Locking Dual 2 Finger
11237,Electric Mindstorms EV3 IR-Beacon Channel Selector Slider
4857,Slope 45° 4 x 4 Double with Hinge
13336pb01,Turtle with Reddish Brown Spots Print [41019]
4181pb09,Door 1 x 4 x 5 Train Left with Red Stripe and White '5590' Print (Sticker) - Set 5590
4865pb09,Panel 1 x 2 x 1 with 'NASA' Print (Sticker) - Set 1682
52189c02,"Duplo Siren with Light and Sound, 1 x 2 Base with Red Button"
njo055,NRG Kai
92547pr0019,Turntable 6 x 6 Round Dark Purple Base with Trans-Light Blue Top and Glow in the Dark Opaque Skulls on Light Blue Print (Ninjago Spinner)
2635pb02,Support Crane Stand Double with Arrows and Black and Yellow Danger Stripes Print (Stickers) â€“ Set 4555
3626cpb331,"Minifig, Head Glasses with Gray Frame Sides, Brown Eyebrows and Open Smile Print - Stud Recessed"
30179c03,Door Frame 1 x 4 x 6 with Black Door with Trans-Light Blue Glass
9723b4,Set 9723 Activity Booklet 4 - Monorail
32009pb05r,"Technic, Liftarm 1 x 11.5 Double Bent Thick with 'GTX' and '1' Print Right (Stickers) - Set 8237"
4066pb057,"Duplo, Brick 1 x 2 x 2 with Fruit Bowl Print"
2362ap54,"Panel 1 x 2 x 3 with Space Police I Right Print logo,space police"
23323c01,"Electric, Bionicle Motor Remote Control Receiver Unit, Complete Assembly (Manas)"
45705pb007,Windscreen 10 x 6 x 2 Curved with Instrument Pattern (Sticker)
3069bpb253,Tile 1 x 2 with 'DM60004' Print (Sticker) - Set 60004
3626cpx299,"Minifig, Head Glasses with Dark Blue Sunglasses, Closed Mouth, Light Brown Sideburns and Goatee Print - Stud Recessed"
3068bpb713,Tile 2 x 2 with Letter D Blue with Dinosaur Print
575c01,Technic Universal Joint Type 1 (Complete)
973pa1,Torso Adventurers Desert Suspenders and Red Bow Tie Print
3008pb011,Brick 1 x 8 with Blue 'ESSO SERVICE' Long Print
7944-1,7944 Fire Hovercraft
4189440pb01,Orient Card Items - Key
crssprt02pb38a,Brick 1 x 6 without Bottom Tubes with Cross Side Supports with Blue 'HOTEL' Thin Print
ftfpb017c01,"Torso Friends Light Aqua Sweater with Christmas Print, Light Flesh Arms with Hands and Light Aqua Sleeves Pattern"
973pb641,Torso LEGO World Denmark 2010 Print
3068bpb252,Tile 2 x 2 with Indiana Jones Raiders Print 9 - Rails
jred014,"Jacket Red with Zipper - Red Arms - Black Legs, Red Hat"
182stk01,Sticker for Set 182 - (004590)
x1041,Clikits Icon Daisy Large with Stud
973pb910,Torso Harry Potter Dress with Dark Bluish Gray Embroidery over Light Bluish Gray Inset Print
30554,"Hinge Cylinder 1 x 3 Locking with 1 Finger and 2 Fingers On Ends, without Hole"
3003a,Brick  2 x  2 Minitalia with Center Cross
973px574,"Minifig Torso with SW Vest, SandBlue Shirt, and Silver Buckle Print"
7351s01,~Technic Motor Pull Back  5 x  7 x  3 Type 6 (axle)
970c00pb04,Hips and Legs with Alpha Team Gray Pockets and Blue Stripe Print
3626bpx375,"Minifig Head with Black Eyebrow and Large Burn Scar around Left Eye Print price zuko,avatar"
2513px4,Car Mudguard 3 x 4 with Dual Headlights Print
973pb87,Torso SW Princess Leia Slave Print
913,~Electric Technic Motor 4.5V  6 x 17 x  5 Lever
2587px17,Minifig Accessory Armor Plate with Gold Crown and Black Plate and Rivets Print
90391p01,Minifig Pike / Spear Elaborate With Metallic Silver Head
crssprt02pb42a,Brick 1 x 6 without Bottom Tubes with Cross Side Supports with Red 'KIOSK' Serif Print
49814pb01,Primo Animal Duck Looking Right with Orange Beak
973px118,"Torso Castle Knights Kingdom Vest, Shield and Lion Head Print"
973px179,Torso Adventurers Orient Brown Leather Jacket and Red Scarf Print
8375stk01,Sticker for Set 8375 - (49726/4224642)
6083pb05,Rock Panel Triangular (LURP) with Fish and Crab Print (Stickers) - Set 6442
973px565,Minifig Torso with SW Wrap-Around Tunic without Dots Print luke skywalker
6014c02,Wheel Hub 11.2 x 10.4 with Tyre 12/ 40 x 11 Wide w Center Band
8956stk01,Sticker for Set 8956 - (85078/4542508)
crssprt01pb29,Brick 1 x 8 without Bottom Tubes with Cross Side Supports with Red 'SLAGTER' and Red Pig Face Print
2528p30,Minifig Hat Bicorne with Evil Skull and Crossbones Print
clikits089,"Clikits Icon, Flower 10 Petals 4.5 x 4.5 with 2 Pins"
x1336cx1,Scala Clothing Baby Romper with Yellow Top
101583,"Paper, Information Note, Battery Waggon Leaflet - 101583"
3001p02,Brick 2 x 4 with Red Stripe and 4 Black Windows Print
973pb423c01,Torso SpongeBob with Yellow Acorn Badge Print / Light Bluish Gray Arms / White Hands
3062bpb29,"Brick, Round 1 x 1 Open Stud with Letter 'Y' Print"
clikits180,"Clikits Paper, Notepad T-Shirt Shape"
6636pb068,Tile 1 x 6 with Wooden Branch and 3 Screws Print Type 2 (Sticker) - Set 79010
44924px1,Animal Tiger Head with Tygurah Print
98940pb02,"Bird, Friends with Yellow Beak Print"
3626bpx275,"Minifig Head with Black Eyebrows, White Pupils, and Toothy Grin Print"
ufostk01,"Sticker, Color Changing Heat Sensitive 2 x 2 Round (UFO Series)"
973pb207,Torso Soccer Black Fading Stripes and No. 5 Front and Back Print
2335pb053,"Flag 2 x 2 Square with Checkered Print on Both Sides, Black Corners (Stickers) - Set 8124"
32221,Znap Connector 3 x 3 - 4 way A (Axial)
6666stk01,Sticker for Set 6666 - (168115)
mx1022apb76,Modulex Tile 2 x 2 with Black 'L' Print (no internal support)
3009pb008,Brick 1 x 6 with 'Air Show' and White Star Print (Sticker) - Set 6582
3626bpr0746,"Minifig Head Male - Scarred Eyebrow, White Pupils, Brown Chin Dimple Print"
2756pb193,Duplo Tile 2 x 2 x 1 with Tiger Mosaic Picture 13 Print (Set 1079)
4189423pb02,Orient Card Items - Torch
57539,Flexible Ribbed Hose 8mm ends 19L
2756pb051,Duplo Tile 2 x 2 x 1 with Horse Mosaic Picture 15 Print (Set 1078)
3069bpb123,Tile 1 x 2 with White 'GT V8' Print (Sticker) - Set 8196
32171pb049,"Throwbot Disk, Electro / Energy, 2 pips, lightning logo Print"
973pb716,"Torso Jacket Formal with Bow Tie, White Vest and Boutonniere Print"
3010d02,"Brick  1 x  4 with White ""POLICE"" and Red Line on Black Sticker"
973pb874,Torso PotC Vest Torn with Bare Chest and Dark Brown Belt Print
4744pb04,"Brick, Modified 2 x 4 x 2 Double Curved Top with Parrot Body Print"
3351ap06,Roadsign Triangular Type 1 with Locomotive no Rail Print
jun-chi,Jun-Chi (Stone Guardian Lion-Dog)
973p42,Torso Castle Crusaders Crossed Axe Shield Print
x235cx1,Belville Figure Madam Frost with Spider and Patched Shirt Pattern 5838
42092,~Duplo Vehicle Base  2 x  4 with Stub Axles
x1646px1,Clikits Icon Shell with Stud with LtBlue Hightlights Print
60481pb01r,Slope 65 2 x 1 x 2 with Vents and Worn '3' on Right Side and Black and White Danger Stripes on Front Print (Stickers) - Set 8958
pri065,Primo Cloth Bird Triangular with Blue Handle and Yellow Mouth and Eyes
4629677f,Sticker  1.9 Round with Five-String Banjo
11217pb01,Minifig Helmet SW Clone Trooper with Blue 501st Legion Markings Print
92547pr0010,Turntable 6 x 6 Round Dark Bluish Gray Base with Flat Silver Top with Light Green Skulls on Yellow Print (Ninjago Spinner)
tclogofloppy2,"Instruction Floppy Disk 5.25in for 951-2 LEGO TC logo Operating Disk, Apple IIe/IIgs"
2431pb135r,Tile 1 x 4 with Number 4 Orange and Black Decorative Print Model Right (Sticker) - Set 8211
mx1011bpb17,Modulex Tile 1 x 1 with Black 'Q' Print (with black lining on sides only)
3069bpr0125,Tile 1 x 2 with Triangle and 't' Print (Petrov Trunkov)
4570c02,"Duplo, Train Steam Engine Funnel Top, Yellow Top"
4490,Brick Arch 1 x 3
x468cx1,Electric 4.5V Battery Box 6 x 11 x 3 & 1/3 with Red Dot and Single Plugs
57548px1,Technic Bionicle Barraki Head Carapar with Black Fade
3005ptaes,Brick 1 x 1 with Blue Danish  'AE' Print (Serif Font)
9630b08,Set 9630 Activity Booklet 8 - {Turnstile}
3666stk01,Sticker for Set 3666 - (194025)
3068bpb73,Tile 2 x 2 with Clown Face Print (Sticker) - Set 5860
33ac01,Door 1 x 2 x 3 Right (old type) with Solid Studs and Fixed Glass
4150pb72,"Tile, Round 2 x 2 with Neon Green Radar Type 2 Print (Sticker)"
6180pb34b,"Tile, Modified 4 x 6 with Studs on Edges and Steel Plate with Scratches Type B Print (Sticker) - Set 8273"
973pb1219,"Torso Female Western Shirt with Buttons, Fringe and Red Roses Print"
43712pb24,"Wedge 6 x 4 Triple Curved with Splatters, Fuel Injection and Arrow Print (Sticker) - Set 8960"
zip022,"Jacket with Zipper - Red, Red Legs, Red Helmet, Tr-Lt. Blue Visor, Life Jacket"
85359c01pb01,"Duplo, Toolo Truck Chassis Assembly with Flatbed and Yellow Cab"
45708,Train Buffer Beam with Rectangular Buffers and Plow
6099p05,Baseplate 32 x 32 Road 9-Stud Landing Pad Type 2 (Orange)
3068pb17,Tile 2 x 2 with Fabuland Grapes Print
3848,Minifig Halberd
2335pb031,Flag 2 x 2 Square with Acorn Print on both sides (Stickers) - Set 3831
3626bpx342,Minifig Head with Red Headband and Grim Expression/Clenched Teeth Print ryo
6152pb01,Windscreen 6 x 4 x 1 1/3 with Police Yellow Star Badge Print (Sticker) - Set 6545
3008px13,Brick 1 x 8 with SNACK BAR Red Print
973pb238c01,Torso Cargo Logo with Green Tie Print / White Arms / Yellow Hands
973pb328,Torso Spider-Man Aunt May Blouse Print
3614,"Plate, Round 1 x 1 with Towball - Undetermined Hole Type"
973pb289c01,"Torso Police Leather Jacket, Gold Badge, Radio, Ammo Belt, Police Print on Back / Black Arms / Black Hands"
mx1022cpb21,Modulex Tile 2 x 2 with Black 'U' Print (Black internal lining with White dot)
87513c01,Electric 9V Battery Box [6xAAA] with Dark Bluish Gray Bottom
x593c04,"Fabuland Figure Lamb 4 with Black Eyes 7d,Lucy Lamb"
3840d02,Minifig Vest with White Maltese Cross on Red Sticker
973pb71c02,"Torso Alpha Team Logo, Utility Belt and Pouches Print / Dark Blue Arms / Black Hands"
32310px2,Technic Connector Block 3 x 5 x 1 & 2/3 with 'Swamp' Print RoboRider
4150px5,Tile Round 2 x 2 with Light Blue Vitruvian Minifig Print
6125,"Horse Battle Helmet [Winged, One Clip]"
41748px11,Wedge 2 x 6 Double Left with Blue Silver Front Print
6201px2,Animal Dog with Black Eyes Print
iaj045,Elsa Schneider
30375cs1,Minifig Mechanical SW Battle Droid Commander (Shortcut)
4066pb178,"Duplo, Brick 1 x 2 x 2 with Tied Parcel with Postmark Print"
4066pb103,"Duplo, Brick 1 x 2 x 2 with Tomahawk Print"
98222,"Duplo, Plate Round 4 x 4"
6040,Propeller Housing
11324pb01,Rancor Lower Jaw with Teeth Print
973pb452,Torso Indiana Jones V-Neck with Bow and Flower Print
2586pw1,Minifig Shield - Ovoid with American Indian Print
dupdino05,Duplo Dinosaur T-Rex Adult Large with Stripes Print
3068pb57,"Tile 2 x 2 with Fabuland Pretzel, '2', and Star Print [3796]"
55981c06,"Wheel 18mm D. x 14mm with Pin Hole, Fake Bolts and Shallow Spokes, with Black Tire 24 x 14 Shallow Tread - Band Around Center of Tread (55981 / 89201)"
iaj043,Cemetery Warrior
soc105,Minifig
3007pb01,Brick 2 x 8 with Fire Logo Badge and White Diagonal Stripes Print
6160c03pb09,"Window 1 x 4 x 6 Frame with 3 Panes, Fixed Glass with Trans-Light Blue Glass with Pizza Pointing Right Print (Sticker) - Set 4556"
71610c01,Boat Hull Unitary 32 x 10 x 1 2/3 with White Top Complete Assembly
4032.8stk01,Sticker for Set 4032-8 - SWISS Airlines (53351/4268960) and (53352/4268961)
2454pb004,Brick 1 x 2 x 5 with Train Logo White Print (Sticker) - Set 4552
3626cpb323,"Minifig, Head Beard Red-Brown, Sneer, Eyepatch Print - Stud Recessed"
scl070,"Scala, Clothes Female Jacket Open with No Collar"
alp023,Minifig - Alpha Team
clikits061,"Clikits Flexy Film, Star 3 x 3"
3626cpb937,"Minifig, Head Dual Sided LotR Gandalf Thick Gray Eyebrows, Smile / Angry Print - Stud Recessed"
22908,"Foam for Set 3150, Scala, Unpunched Complete Set"
scl064,"Scala, Clothes Female Dress with Neck Tie and Green Stars and Pink Swirls Pattern"
84624,Plastic Flag 7 x 4 with Crossed Cannons over Red Stripes Print [6242 / 10210]
32276c01,Electric Technic Micro-Scout Dark-Grey Bottom Trans-Blue Lens
x1443,Scala Dog Leash
50950pb051a,"Slope, Curved 3 x 1 No Studs with Snakeskin Print A (Sticker) - Set 8158"
3068bpb404,Tile 2 x 2 with Black Star of Life and 'RECHARGE' Print (Sticker) - Set 7709
4744pb01,"Brick, Modified 2 x 4 x 2 Double Curved Top with Tools Print"
6527,Duplo Technic Wedge Belt Wheel
4643680,Ninjago Masters of Spinjitzu Deck #2 Game Card 38 - Boost - North American Version
x1422cx1,Scala Clothing Female Youth Dress Slip with Blue Skirt and White Pattern
30649px1,"Windscreen 8 x 4 x 5 Canopy with 2 Fingers, Headlights and Res-Q Print"
16277,"FLAT TILE 2X2, ROUND ""NO. 12"""
973pb546c01,Torso Cape Chain Clasp Ornate and Belt Print [SW Dooku] / Black Arms / Light Flesh Hands
3032,Plate 4 x 6
973px69c01,Torso SW TIE Pilot Print / Black Arms / Black Hands
x637c02pb02,Fabuland Building Wall 2 x 6 x 7 with Squared Yellow Window and Pump Print (Sticker) - Set 3666
mx1022apb64,Modulex Tile 2 x 2 with White '-' Print
57570,Bionicle Weapon Barraki Carapar Claw Half
3626bpq2,"Minifig Head with Sideburns, Goatee, Beard Stubble, Scar Print"
6179pb025r,"Tile, Modified 4 x 4 with Studs on Edge with Pizza Planet Sign Print Right of Studs"
